ion,mass,Intensities,,,mass,Intensities,,,,,,Intensities,,,,,
w04,1318.188008,0.5789513,,,824.090853,0.011332,,,,,,0.011332,,,,,
,1319.190661,0.283368,,,1318.188008,0.578884,,,,,,0.578884,,,,,
,1320.192947,0.102436,,,1319.190661,0.283335,,,,,,0.283335,,,,,
,1321.195297,0.027506,,,1320.192946,0.102492,,,,,,0.102492,,,,,
,1322.197568,0.006256,,,1321.195297,0.027536,,,,,,0.027536,,,,,
w04-G,1166.130773,0.6243929,,,1322.197567,0.006267,,,,,,0.006267,,,,,
,1167.133574,0.259504,,,1166.130773,0.6243228,,,,,,0.6243228,,,,,
,1168.135816,0.088537,,,1167.133574,0.259475,,,,,,0.259475,,,,,
,1169.138235,0.021851,,,1168.135815,0.088598,,,,,,0.088598,,,,,
,1170.140501,0.004686,,,1169.138235,0.021877,,,,,,0.021877,,,,,
w05,1647.240528,0.5020066,,,1170.1405,0.004695,,,,,,0.004695,,,,,
,1648.243153,0.311436,,,1647.240528,0.5019362,,,,,,0.5019362,,,,,
,1649.245492,0.131163,,,1648.243153,0.311392,,,,,,0.311392,,,,,
,1650.247841,0.041413,,,1649.245491,0.131215,,,,,,0.131215,,,,,
,1651.250136,0.010899,,,1650.247841,0.041451,,,,,,0.041451,,,,,
,1652.252421,0.002474,,,1651.250135,0.010916,,,,,,0.010916,,,,,
w05-A,1511.178208,0.5400941,,,1652.25242,0.002479,,,,,,0.002479,,,,,
,1512.180942,0.29539,,,1511.178208,0.5400183,,,,,,0.5400183,,,,,
,1513.183266,0.118137,,,1512.180942,0.295349,,,,,,0.295349,,,,,
,1514.185657,0.035154,,,1513.183265,0.118196,,,,,,0.118196,,,,,
,1515.187958,0.008851,,,1514.185656,0.035191,,,,,,0.035191,,,,,
w05-G,1495.183293,0.5414089,,,1515.187957,0.008866,,,,,,0.008866,,,,,
,1496.186027,0.295903,,,1495.183293,0.5413351,,,,,,0.5413351,,,,,
,1497.188357,0.1172,,,1496.186027,0.295862,,,,,,0.295862,,,,,
,1498.190748,0.034588,,,1497.188357,0.117258,,,,,,0.117258,,,,,
,1499.193053,0.008618,,,1498.190747,0.034623,,,,,,0.034623,,,,,
w06,1952.281815,0.4421781,,,1499.193052,0.008633,,,,,,0.008633,,,,,
,1953.284466,0.324332,,,1952.281815,0.4421036,,,,,,0.4421036,,,,,
,1954.28685,0.155493,,,1953.284466,0.324277,,,,,,0.324277,,,,,
,1955.289224,0.055885,,,1954.28685,0.155542,,,,,,0.155542,,,,,
,1956.291547,0.016633,,,1955.289223,0.05593,,,,,,0.05593,,,,,
,1957.293854,0.004264,,,1956.291546,0.016656,,,,,,0.016656,,,,,
w06-A,1816.219494,0.4757263,,,1957.293853,0.004272,,,,,,0.004272,,,,,
,1817.22224,0.313993,,,1816.219494,0.4756462,,,,,,0.4756462,,,,,
,1818.224621,0.143099,,,1817.22224,0.31394,,,,,,0.31394,,,,,
,1819.227026,0.048849,,,1818.22462,0.143155,,,,,,0.143155,,,,,
,1820.229359,0.013953,,,1819.227025,0.048894,,,,,,0.048894,,,,,
,1821.231685,0.00344,,,1820.229358,0.013975,,,,,,0.013975,,,,,
w06-G,1800.22458,0.4768844,,,1821.231684,0.003448,,,,,,0.003448,,,,,
,1801.227324,0.314575,,,1800.22458,0.476806,,,,,,0.476806,,,,,
,1802.229711,0.142349,,,1801.227324,0.314524,,,,,,0.314524,,,,,
,1803.232117,0.048268,,,1802.22971,0.142404,,,,,,0.142404,,,,,
,1804.234453,0.013677,,,1803.232116,0.048312,,,,,,0.048312,,,,,
,1805.23678,0.003344,,,1804.234452,0.013698,,,,,,0.013698,,,,,
w07,2281.334335,0.383411,,,1805.236779,0.003352,,,,,,0.003352,,,,,
,2282.336966,0.331428,,,2281.334335,0.3833372,,,,,,0.3833372,,,,,
,2283.339376,0.179416,,,2282.336966,0.331364,,,,,,0.331364,,,,,
,2284.341755,0.072538,,,2283.339376,0.179456,,,,,,0.179456,,,,,
,2285.344091,0.024098,,,2284.341755,0.072588,,,,,,0.072588,,,,,
,2286.346408,0.006876,,,2285.344091,0.024128,,,,,,0.024128,,,,,
w07-A,2145.272014,0.4125006,,,2286.346407,0.006888,,,,,,0.006888,,,,,
,2146.274722,0.326272,,,2145.272014,0.4124212,,,,,,0.4124212,,,,,
,2147.27714,0.168085,,,2146.274722,0.326209,,,,,,0.326209,,,,,
,2148.279544,0.064904,,,2147.27714,0.168132,,,,,,0.168132,,,,,
,2149.281893,0.020746,,,2148.279543,0.064954,,,,,,0.064954,,,,,
,2150.284225,0.005712,,,2149.281892,0.020774,,,,,,0.020774,,,,,
w07-G,2129.2771,0.4135048,,,2150.284224,0.005723,,,,,,0.005723,,,,,
,2130.279807,0.326908,,,2129.2771,0.4134268,,,,,,0.4134268,,,,,
,2131.282229,0.167521,,,2130.279807,0.326846,,,,,,0.326846,,,,,
,2132.284634,0.064327,,,2131.282228,0.167567,,,,,,0.167567,,,,,
,2133.286985,0.020428,,,2132.284633,0.064376,,,,,,0.064376,,,,,
,2134.289318,0.005586,,,2133.286984,0.020456,,,,,,0.020456,,,,,
w08,2587.359637,0.338167,,,2134.289317,0.005597,,,,,,0.005597,,,,,
,2588.362309,0.32942,,,2587.359637,0.3380911,,,,,,0.3380911,,,,,
,2589.364759,0.197719,,,2588.362309,0.329346,,,,,,0.329346,,,,,
,2590.367169,0.088401,,,2589.364758,0.197751,,,,,,0.197751,,,,,
,2591.369534,0.032381,,,2590.367168,0.088456,,,,,,0.088456,,,,,
,2592.371876,0.010173,,,2591.369533,0.032418,,,,,,0.032418,,,,,
,2593.374197,0.002825,,,2592.371875,0.010191,,,,,,0.010191,,,,,
w08-A,2451.297317,0.3638239,,,2593.374196,0.002832,,,,,,0.002832,,,,,
,2452.300059,0.327688,,,2451.297317,0.3637422,,,,,,0.3637422,,,,,
,2453.30252,0.187787,,,2452.300059,0.327614,,,,,,0.327614,,,,,
,2454.304952,0.080522,,,2453.302519,0.187827,,,,,,0.187827,,,,,
,2455.30733,0.028464,,,2454.304951,0.080578,,,,,,0.080578,,,,,
,2456.309686,0.008655,,,2455.307329,0.0285,,,,,,0.0285,,,,,
,2457.312019,0.002333,,,2456.309685,0.008671,,,,,,0.008671,,,,,
w08-G,2435.302402,0.3647096,,,2457.312018,0.002339,,,,,,0.002339,,,,,
,2436.305144,0.328346,,,2435.302402,0.3646292,,,,,,0.3646292,,,,,
,2437.307608,0.18737,,,2436.305144,0.328274,,,,,,0.328274,,,,,
,2438.310041,0.079973,,,2437.307607,0.18741,,,,,,0.18741,,,,,
,2439.312421,0.028118,,,2438.31004,0.080028,,,,,,0.080028,,,,,
,2440.314778,0.008501,,,2439.31242,0.028153,,,,,,0.028153,,,,,
,2441.317113,0.002278,,,2440.314777,0.008517,,,,,,0.008517,,,,,
w09,2932.407072,0.2925114,,,2441.317111,0.002283,,,,,,0.002283,,,,,
,2933.409726,0.323356,,,2932.407072,0.2924375,,,,,,0.2924375,,,,,
,2934.412188,0.214983,,,2933.409726,0.323275,,,,,,0.323275,,,,,
,2935.414602,0.105934,,,2934.412187,0.215003,,,,,,0.215003,,,,,
,2936.416975,0.042558,,,2935.414602,0.105989,,,,,,0.105989,,,,,
,2937.419323,0.014625,,,2936.416974,0.042601,,,,,,0.042601,,,,,
,2938.42165,0.004433,,,2937.419322,0.014648,,,,,,0.014648,,,,,
w09-A,2796.344751,0.3147043,,,2938.421649,0.004443,,,,,,0.004443,,,,,
,2797.347466,0.324772,,,2796.344751,0.3146249,,,,,,0.3146249,,,,,
,2798.349942,0.206692,,,2797.347466,0.32469,,,,,,0.32469,,,,,
,2799.352376,0.098005,,,2798.349942,0.206719,,,,,,0.206719,,,,,
,2800.354761,0.038083,,,2799.352375,0.098062,,,,,,0.098062,,,,,
,2801.357122,0.012696,,,2800.354761,0.038126,,,,,,0.038126,,,,,
,2802.359461,0.003742,,,2801.357121,0.012717,,,,,,0.012717,,,,,
w09-G,2780.349837,0.3154704,,,2802.35946,0.003751,,,,,,0.003751,,,,,
,2781.352551,0.325442,,,2780.349837,0.315392,,,,,,0.315392,,,,,
,2782.355029,0.206423,,,2781.352551,0.325361,,,,,,0.325361,,,,,
,2783.357464,0.097497,,,2782.355029,0.20645,,,,,,0.20645,,,,,
,2784.359851,0.037715,,,2783.357464,0.097553,,,,,,0.097553,,,,,
,2785.362213,0.012512,,,2784.359851,0.037757,,,,,,0.037757,,,,,
,2786.364553,0.003669,,,2785.362212,0.012533,,,,,,0.012533,,,,,
w10,3277.454506,0.2530196,,,2786.364552,0.003678,,,,,,0.003678,,,,,
,3278.457147,0.312925,,,3277.454506,0.2529486,,,,,,0.2529486,,,,,
,3279.459617,0.228344,,,3278.457147,0.312837,,,,,,0.312837,,,,,
,3280.462036,0.122856,,,3279.459617,0.228351,,,,,,0.228351,,,,,
,3281.464416,0.053666,,,3280.462036,0.12291,,,,,,0.12291,,,,,
,3282.466769,0.020002,,,3281.464415,0.053715,,,,,,0.053715,,,,,
,3283.469103,0.006563,,,3282.466769,0.020031,,,,,,0.020031,,,,,
,3284.471421,0.001936,,,3283.469102,0.006576,,,,,,0.006576,,,,,
w10-A,3141.392186,0.2722163,,,3284.47142,0.001941,,,,,,0.001941,,,,,
,3142.394879,0.31667,,,3141.392186,0.27214,,,,,,0.27214,,,,,
,3143.397366,0.221762,,,3142.394879,0.316581,,,,,,0.316581,,,,,
,3144.399803,0.115125,,,3143.397366,0.221777,,,,,,0.221777,,,,,
,3145.402195,0.048741,,,3144.399802,0.115182,,,,,,0.115182,,,,,
,3146.404561,0.017656,,,3145.402194,0.04879,,,,,,0.04879,,,,,
,3147.406905,0.005643,,,3146.40456,0.017684,,,,,,0.017684,,,,,
w10-G,3125.397272,0.272879,,,3147.406904,0.005655,,,,,,0.005655,,,,,
,3126.399964,0.317337,,,3125.397272,0.2728035,,,,,,0.2728035,,,,,
,3127.402453,0.221621,,,3126.399964,0.317249,,,,,,0.317249,,,,,
,3128.40489,0.11467,,,3127.402452,0.221635,,,,,,0.221635,,,,,
,3129.407284,0.048361,,,3128.40489,0.114726,,,,,,0.114726,,,,,
,3130.409651,0.017446,,,3129.407283,0.048409,,,,,,0.048409,,,,,
,3131.411996,0.005551,,,3130.40965,0.017472,,,,,,0.017472,,,,,
w11,3582.495793,0.222865,,,3131.411995,0.005563,,,,,,0.005563,,,,,
,3583.498447,0.300838,,,3582.495793,0.2227962,,,,,,0.2227962,,,,,
,3584.500938,0.236809,,,3583.498447,0.300745,,,,,,0.300745,,,,,
,3585.503374,0.136935,,,3584.500938,0.236805,,,,,,0.236805,,,,,
,3586.50577,0.06411,,,3585.503374,0.136986,,,,,,0.136986,,,,,
,3587.508138,0.025565,,,3586.505769,0.064163,,,,,,0.064163,,,,,
,3588.510486,0.008962,,,3587.508138,0.025599,,,,,,0.025599,,,,,
,3589.512817,0.002822,,,3588.510485,0.008979,,,,,,0.008979,,,,,
w11-A,3446.433473,0.2397739,,,3589.512816,0.002829,,,,,,0.002829,,,,,
,3447.436175,0.30605,,,3446.433473,0.2396999,,,,,,0.2396999,,,,,
,3448.438683,0.231727,,,3447.436175,0.305955,,,,,,0.305955,,,,,
,3449.441136,0.129567,,,3448.438683,0.231729,,,,,,0.231729,,,,,
,3450.443544,0.058894,,,3449.441136,0.129621,,,,,,0.129621,,,,,
,3451.445925,0.022861,,,3450.443544,0.058947,,,,,,0.058947,,,,,
,3452.448283,0.007818,,,3451.445924,0.022894,,,,,,0.022894,,,,,
,3453.450623,0.002405,,,3452.448281,0.007834,,,,,,0.007834,,,,,
w11-G,3430.438558,0.2403576,,,3453.450622,0.002411,,,,,,0.002411,,,,,
,3431.44126,0.306703,,,3430.438558,0.2402844,,,,,,0.2402844,,,,,
,3432.44377,0.23168,,,3431.44126,0.306609,,,,,,0.306609,,,,,
,3433.446224,0.129164,,,3432.44377,0.231683,,,,,,0.231683,,,,,
,3434.448633,0.058512,,,3433.446223,0.129219,,,,,,0.129219,,,,,
,3435.451015,0.022629,,,3434.448633,0.058565,,,,,,0.058565,,,,,
,3436.453374,0.007708,,,3435.451014,0.022662,,,,,,0.022662,,,,,
,3437.455715,0.002361,,,3436.453372,0.007724,,,,,,0.007724,,,,,
w12,3911.548313,0.1932455,,,3437.455714,0.002367,,,,,,0.002367,,,,,
,3912.550955,0.286158,,,3911.548313,0.1931812,,,,,,0.1931812,,,,,
,3913.553452,0.243406,,,3912.550955,0.286062,,,,,,0.286062,,,,,
,3914.555893,0.151273,,,3913.553452,0.243389,,,,,,0.243389,,,,,
,3915.558295,0.075824,,,3914.555893,0.151318,,,,,,0.151318,,,,,
,3916.560669,0.032288,,,3915.558294,0.07588,,,,,,0.07588,,,,,
,3917.563022,0.012064,,,3916.560668,0.032328,,,,,,0.032328,,,,,
,3918.565359,0.004042,,,3917.563021,0.012085,,,,,,0.012085,,,,,
w12-A,3775.485993,0.2079071,,,3918.565358,0.004051,,,,,,0.004051,,,,,
,3776.488678,0.292596,,,3775.485993,0.2078379,,,,,,0.2078379,,,,,
,3777.491193,0.239887,,,3776.488678,0.292499,,,,,,0.292499,,,,,
,3778.49365,0.144427,,,3777.491193,0.239877,,,,,,0.239877,,,,,
,3779.496064,0.070387,,,3778.493649,0.144476,,,,,,0.144476,,,,,
,3780.498449,0.029215,,,3779.496063,0.070443,,,,,,0.070443,,,,,
,3781.500813,0.01066,,,3780.498449,0.029253,,,,,,0.029253,,,,,
,3782.503159,0.003493,,,3781.500812,0.01068,,,,,,0.01068,,,,,
w12-G,3759.491078,0.2084132,,,3782.503157,0.003502,,,,,,0.003502,,,,,
,3760.493763,0.293229,,,3759.491078,0.2083447,,,,,,0.2083447,,,,,
,3761.496279,0.239931,,,3760.493763,0.293132,,,,,,0.293132,,,,,
,3762.498737,0.144085,,,3761.496279,0.239921,,,,,,0.239921,,,,,
,3763.501152,0.070011,,,3762.498737,0.144134,,,,,,0.144134,,,,,
,3764.503539,0.028963,,,3763.501152,0.070067,,,,,,0.070067,,,,,
,3765.505903,0.010531,,,3764.503538,0.029001,,,,,,0.029001,,,,,
,3766.50825,0.003438,,,3765.505902,0.01055,,,,,,0.01055,,,,,
w13,4256.595748,0.1671556,,,3766.508249,0.003446,,,,,,0.003446,,,,,
,4257.59838,0.269473,,,4256.595748,0.1670952,,,,,,0.1670952,,,,,
,4258.600881,0.246784,,,4257.59838,0.269376,,,,,,0.269376,,,,,
,4259.603325,0.164396,,,4258.60088,0.246756,,,,,,0.246756,,,,,
,4260.605732,0.088052,,,4259.603325,0.164434,,,,,,0.164434,,,,,
,4261.608111,0.039981,,,4260.605731,0.08811,,,,,,0.08811,,,,,
,4262.610469,0.015903,,,4261.60811,0.040026,,,,,,0.040026,,,,,
,4263.61281,0.005665,,,4262.610468,0.015929,,,,,,0.015929,,,,,
,4264.615137,0.001836,,,4263.612809,0.005677,,,,,,0.005677,,,,,
w13-A,4120.533428,0.1798377,,,4264.615136,0.001841,,,,,,0.001841,,,,,
,4121.536099,0.276708,,,4120.533428,0.1797728,,,,,,0.1797728,,,,,
,4122.538618,0.244756,,,4121.536099,0.276608,,,,,,0.276608,,,,,
,4123.541077,0.158227,,,4122.538617,0.244733,,,,,,0.244733,,,,,
,4124.543496,0.082518,,,4123.541077,0.15827,,,,,,0.15827,,,,,
,4125.545885,0.036567,,,4124.543495,0.082577,,,,,,0.082577,,,,,
,4126.548253,0.014221,,,4125.545884,0.036611,,,,,,0.036611,,,,,
,4127.550603,0.00496,,,4126.548252,0.014245,,,,,,0.014245,,,,,
w13-G,4104.538513,0.1802755,,,4127.550602,0.004971,,,,,,0.004971,,,,,
,4105.541184,0.277313,,,4104.538513,0.1802112,,,,,,0.1802112,,,,,
,4106.543704,0.244876,,,4105.541184,0.277214,,,,,,0.277214,,,,,
,4107.546164,0.157949,,,4106.543703,0.244853,,,,,,0.244853,,,,,
,4108.548584,0.082156,,,4107.546164,0.157992,,,,,,0.157992,,,,,
,4109.550974,0.036301,,,4108.548583,0.082214,,,,,,0.082214,,,,,
,4110.553343,0.014073,,,4109.550973,0.036344,,,,,,0.036344,,,,,
,4111.555693,0.004892,,,4110.553341,0.014097,,,,,,0.014097,,,,,
w14,4562.62105,0.1474306,,,4111.555692,0.004903,,,,,,0.004903,,,,,
,4563.623706,0.25385,,,4562.62105,0.1473726,,,,,,0.1473726,,,,,
,4564.626229,0.246967,,,4563.623706,0.25375,,,,,,0.25375,,,,,
,4565.628694,0.174369,,,4564.626229,0.246928,,,,,,0.246928,,,,,
,4566.631119,0.098832,,,4565.628694,0.174401,,,,,,0.174401,,,,,
,4567.633516,0.047437,,,4566.631119,0.09889,,,,,,0.09889,,,,,
,4568.63589,0.019929,,,4567.633515,0.047486,,,,,,0.047486,,,,,
,4569.638247,0.007494,,,4568.635889,0.01996,,,,,,0.01996,,,,,
,4570.64059,0.002563,,,4569.638246,0.007509,,,,,,0.007509,,,,,
w14-A,4426.55873,0.1586162,,,4570.640588,0.00257,,,,,,0.00257,,,,,
,4427.561423,0.261458,,,4426.55873,0.1585539,,,,,,0.1585539,,,,,
,4428.563964,0.246123,,,4427.561423,0.261355,,,,,,0.261355,,,,,
,4429.566444,0.168893,,,4428.563964,0.246088,,,,,,0.246088,,,,,
,4430.568881,0.093329,,,4429.566443,0.16893,,,,,,0.16893,,,,,
,4431.571288,0.043769,,,4430.56888,0.093389,,,,,,0.093389,,,,,
,4432.573672,0.017997,,,4431.571287,0.043818,,,,,,0.043818,,,,,
,4433.576037,0.006632,,,4432.573671,0.018026,,,,,,0.018026,,,,,
,4434.578388,0.002226,,,4433.576036,0.006647,,,,,,0.006647,,,,,
w14-G,4410.563816,0.1590023,,,4434.578386,0.002232,,,,,,0.002232,,,,,
,4411.566508,0.262034,,,4410.563816,0.1589405,,,,,,0.1589405,,,,,
,4412.56905,0.246295,,,4411.566508,0.261932,,,,,,0.261932,,,,,
,4413.571531,0.168672,,,4412.56905,0.246261,,,,,,0.246261,,,,,
,4414.573969,0.092986,,,4413.57153,0.168709,,,,,,0.168709,,,,,
,4415.576377,0.043494,,,4414.573968,0.093046,,,,,,0.093046,,,,,
,4416.578761,0.017833,,,4415.576376,0.043542,,,,,,0.043542,,,,,
,4417.581128,0.006552,,,4416.57876,0.017862,,,,,,0.017862,,,,,
,4418.583479,0.002192,,,4417.581126,0.006567,,,,,,0.006567,,,,,
w15,4867.662337,0.12986,,,4418.583477,0.002198,,,,,,0.002198,,,,,
,4868.665001,0.238284,,,4867.662337,0.1298053,,,,,,0.1298053,,,,,
,4869.667538,0.245448,,,4868.665001,0.238184,,,,,,0.238184,,,,,
,4870.670016,0.182945,,,4869.667538,0.245399,,,,,,0.245399,,,,,
,4871.672453,0.109246,,,4870.670015,0.182968,,,,,,0.182968,,,,,
,4872.674861,0.055166,,,4871.672453,0.109304,,,,,,0.109304,,,,,
,4873.677247,0.024357,,,4872.674861,0.05522,,,,,,0.05522,,,,,
,4874.679614,0.009617,,,4873.677246,0.024392,,,,,,0.024392,,,,,
,4875.681967,0.003451,,,4874.679613,0.009636,,,,,,0.009636,,,,,
w15-A,4731.600017,0.1397125,,,4875.681965,0.00346,,,,,,0.00346,,,,,
,4732.602717,0.2461,,,4731.600017,0.1396537,,,,,,0.1396537,,,,,
,4733.605271,0.245661,,,4732.602717,0.245996,,,,,,0.245996,,,,,
,4734.607763,0.17819,,,4733.605271,0.245617,,,,,,0.245617,,,,,
,4735.610212,0.103853,,,4734.607763,0.178219,,,,,,0.178219,,,,,
,4736.612631,0.05129,,,4735.610211,0.103912,,,,,,0.103912,,,,,
,4737.615025,0.022183,,,4736.61263,0.051343,,,,,,0.051343,,,,,
,4738.617401,0.008591,,,4737.615024,0.022217,,,,,,0.022217,,,,,
,4739.619761,0.003027,,,4738.6174,0.008609,,,,,,0.008609,,,,,
w15-G,4715.605102,0.1400526,,,4739.61976,0.003035,,,,,,0.003035,,,,,
,4716.607802,0.246646,,,4715.605102,0.1399942,,,,,,0.1399942,,,,,
,4717.610357,0.245878,,,4716.607802,0.246543,,,,,,0.246543,,,,,
,4718.61285,0.178024,,,4717.610357,0.245834,,,,,,0.245834,,,,,
,4719.6153,0.103533,,,4718.612849,0.178053,,,,,,0.178053,,,,,
,4720.617719,0.05101,,,4719.615299,0.103592,,,,,,0.103592,,,,,
,4721.620114,0.022005,,,4720.617718,0.051062,,,,,,0.051062,,,,,
,4722.622491,0.008499,,,4721.620113,0.022039,,,,,,0.022039,,,,,
,4723.624852,0.002986,,,4722.62249,0.008517,,,,,,0.008517,,,,,
w16,5212.709772,0.1123277,,,4723.62485,0.002994,,,,,,0.002994,,,,,
,5213.712427,0.220864,,,5212.709772,0.1122772,,,,,,0.1122772,,,,,
,5214.714964,0.241887,,,5213.712427,0.220765,,,,,,0.220765,,,,,
,5215.717444,0.190979,,,5214.714964,0.241829,,,,,,0.241829,,,,,
,5216.719884,0.120497,,,5215.717443,0.190992,,,,,,0.190992,,,,,
,5217.722295,0.064173,,,5216.719883,0.120552,,,,,,0.120552,,,,,
,5218.724684,0.02984,,,5217.722295,0.06423,,,,,,0.06423,,,,,
,5219.727055,0.012395,,,5218.724683,0.029881,,,,,,0.029881,,,,,
,5220.729411,0.004676,,,5219.727054,0.012418,,,,,,0.012418,,,,,
w16-A,5076.647452,0.12085,,,5220.72941,0.004687,,,,,,0.004687,,,,,
,5077.650139,0.228744,,,5076.647452,0.1207958,,,,,,0.1207958,,,,,
,5078.652694,0.24315,,,5077.650139,0.228641,,,,,,0.228641,,,,,
,5079.655187,0.18706,,,5078.652694,0.243095,,,,,,0.243095,,,,,
,5080.657639,0.115312,,,5079.655187,0.187079,,,,,,0.187079,,,,,
,5081.66006,0.060118,,,5080.657638,0.11537,,,,,,0.11537,,,,,
,5082.662458,0.027407,,,5081.660059,0.060175,,,,,,0.060175,,,,,
,5083.664837,0.011175,,,5082.662457,0.027446,,,,,,0.027446,,,,,
,5084.6672,0.004142,,,5083.664836,0.011197,,,,,,0.011197,,,,,
w16-G,5060.652537,0.1211442,,,5084.667199,0.004152,,,,,,0.004152,,,,,
,5061.655224,0.229254,,,5060.652537,0.1210903,,,,,,0.1210903,,,,,
,5062.65778,0.243406,,,5061.655224,0.229152,,,,,,0.229152,,,,,
,5063.660274,0.186952,,,5062.657779,0.243352,,,,,,0.243352,,,,,
,5064.662726,0.115022,,,5063.660274,0.186971,,,,,,0.186971,,,,,
,5065.665148,0.059836,,,5064.662726,0.115079,,,,,,0.115079,,,,,
,5066.667547,0.027215,,,5065.665148,0.059893,,,,,,0.059893,,,,,
,5067.669926,0.011069,,,5066.667546,0.027254,,,,,,0.027254,,,,,
,5068.67229,0.004092,,,5067.669925,0.01109,,,,,,0.01109,,,,,
w17,5517.751059,0.0989406,,,5068.672289,0.004102,,,,,,0.004102,,,,,
,5518.753721,0.205732,,,5517.751059,0.0988934,,,,,,0.0988934,,,,,
,5519.75627,0.237063,,,5518.753721,0.205634,,,,,,0.205634,,,,,
,5520.758761,0.196426,,,5519.75627,0.236997,,,,,,0.236997,,,,,
,5521.761212,0.129836,,,5520.758761,0.19643,,,,,,0.19643,,,,,
,5522.763634,0.072348,,,5521.761212,0.129887,,,,,,0.129887,,,,,
,5523.766033,0.035165,,,5522.763633,0.072407,,,,,,0.072407,,,,,
,5524.768413,0.015257,,,5523.766032,0.03521,,,,,,0.03521,,,,,
,5525.770778,0.006007,,,5524.768412,0.015284,,,,,,0.015284,,,,,
,5526.77313,0.002174,,,5525.770777,0.006021,,,,,,0.006021,,,,,
w17-A,5381.688738,0.1064473,,,5526.773129,0.00218,,,,,,0.00218,,,,,
,5382.691432,0.213522,,,5381.688738,0.1063965,,,,,,0.1063965,,,,,
,5383.693998,0.239112,,,5382.691432,0.21342,,,,,,0.21342,,,,,
,5384.696503,0.193254,,,5383.693998,0.239048,,,,,,0.239048,,,,,
,5385.698965,0.124915,,,5384.696502,0.193264,,,,,,0.193264,,,,,
,5386.701397,0.068193,,,5385.698964,0.12497,,,,,,0.12497,,,,,
,5387.703804,0.032519,,,5386.701396,0.068253,,,,,,0.068253,,,,,
,5388.706192,0.013858,,,5387.703803,0.032563,,,,,,0.032563,,,,,
,5389.708565,0.005365,,,5388.706191,0.013884,,,,,,0.013884,,,,,
,5390.710923,0.00191,,,5389.708563,0.005378,,,,,,0.005378,,,,,
w17-G,5365.693824,0.1067064,,,5390.710922,0.001916,,,,,,0.001916,,,,,
,5366.696517,0.214001,,,5365.693824,0.1066559,,,,,,0.1066559,,,,,
,5367.699084,0.239393,,,5366.696517,0.2139,,,,,,0.2139,,,,,
,5368.701589,0.193193,,,5367.699084,0.23933,,,,,,0.23933,,,,,
,5369.704052,0.124654,,,5368.701589,0.193203,,,,,,0.193203,,,,,
,5370.706484,0.067915,,,5369.704052,0.124709,,,,,,0.124709,,,,,
,5371.708893,0.032317,,,5370.706484,0.067974,,,,,,0.067974,,,,,
,5372.711282,0.01374,,,5371.708892,0.03236,,,,,,0.03236,,,,,
,5373.713654,0.005306,,,5372.71128,0.013766,,,,,,0.013766,,,,,
,5374.716014,0.001884,,,5373.713653,0.005319,,,,,,0.005319,,,,,
w18,5846.803579,0.085791,,,5374.716012,0.00189,,,,,,0.00189,,,,,
,5847.806233,0.189622,,,5846.803579,0.085748,,,,,,0.085748,,,,,
,5848.808782,0.230651,,,5847.806233,0.189527,,,,,,0.189527,,,,,
,5849.811275,0.201011,,,5848.808782,0.230578,,,,,,0.230578,,,,,
,5850.813729,0.139399,,,5849.811275,0.201005,,,,,,0.201005,,,,,
,5851.816154,0.081346,,,5850.813728,0.139445,,,,,,0.139445,,,,,
,5852.818557,0.041347,,,5851.816153,0.081406,,,,,,0.081406,,,,,
,5853.82094,0.018738,,,5852.818556,0.041396,,,,,,0.041396,,,,,
,5854.823309,0.007699,,,5853.820939,0.018769,,,,,,0.018769,,,,,
,5855.825664,0.002905,,,5854.823308,0.007716,,,,,,0.007716,,,,,
w18-A,5710.741258,0.0923,,,5855.825663,0.002913,,,,,,0.002913,,,,,
,5711.743941,0.197229,,,5710.741258,0.0922538,,,,,,0.0922538,,,,,
,5712.746507,0.233444,,,5711.743941,0.19713,,,,,,0.19713,,,,,
,5713.749014,0.198642,,,5712.746507,0.233373,,,,,,0.233373,,,,,
,5714.751479,0.134822,,,5713.749013,0.198642,,,,,,0.198642,,,,,
,5715.753913,0.077133,,,5714.751478,0.134871,,,,,,0.134871,,,,,
,5716.756324,0.03849,,,5715.753912,0.077194,,,,,,0.077194,,,,,
,5717.758716,0.017143,,,5716.756323,0.038538,,,,,,0.038538,,,,,
,5718.761091,0.006929,,,5717.758714,0.017173,,,,,,0.017173,,,,,
,5719.763453,0.002574,,,5718.76109,0.006945,,,,,,0.006945,,,,,
w18-G,5694.746344,0.0925247,,,5719.763452,0.002581,,,,,,0.002581,,,,,
,5695.749027,0.197674,,,5694.746344,0.0924787,,,,,,0.0924787,,,,,
,5696.751593,0.233747,,,5695.749027,0.197576,,,,,,0.197576,,,,,
,5697.7541,0.198631,,,5696.751593,0.233677,,,,,,0.233677,,,,,
,5698.756566,0.134594,,,5697.7541,0.198631,,,,,,0.198631,,,,,
,5699.759001,0.076862,,,5698.756565,0.134644,,,,,,0.134644,,,,,
,5700.761412,0.038278,,,5699.759,0.076922,,,,,,0.076922,,,,,
,5701.763805,0.017013,,,5700.761411,0.038326,,,,,,0.038326,,,,,
,5702.766181,0.006861,,,5701.763803,0.017042,,,,,,0.017042,,,,,
,5703.768543,0.002542,,,5702.766179,0.006877,,,,,,0.006877,,,,,
w19,6191.851013,0.0742084,,,5703.768542,0.00255,,,,,,0.00255,,,,,
,6192.85366,0.173766,,,6191.851013,0.0741692,,,,,,0.0741692,,,,,
